click_interval_ms,fixed_coordination_ratio,ip_session_count,request_frequency_per_min,mouse_movement_pixesl,tickets_per_person,captcha_bypass_attempts,user_agent_anomaly,api_call_ratio,click_sequence_entropy,session_duration_sec,page_refresh_rate,cart_abandonment_rate,success_rate,keyboard_interval_ms,is_bot
377.8077,0.1221,5.6363,9.1448,1128.5285,0.0,3.0411,0.0,0.2459,4.864,204.3509,1.7467,0.2154,0.126,324.1843,0
988.2402,0.4,3.0,11.5141,1460.8515,5.0,1.0,0.0,0.0961,3.5709,68.2489,1.0,0.2806,0.4878,276.6098,0
896.3508,0.0,1.0,12.2115,1369.0712,3.0,0.0,0.0,0.0869,2.1627,190.9026,0.0,0.3994,0.3476,208.1914,0
587.8921,0.4,4.0,7.7176,894.9041,3.0,1.0,0.0,0.0676,3.2169,410.12,0.0,0.2421,0.5146,200.1837,0
80.0,0.0,2.0,11.305,2649.3066,0.0,0.0,0.0,0.0348,2.7699,435.2787,0.0,0.3311,0.3882,142.7313,0
252.5349,0.6393,2.8083,16.5109,925.6302,1.0335,1.7898,0.0,0.0741,1.3154,451.6824,2.4567,0.5597,0.0989,43.611,0
439.6875,0.4,2.0,2.9805,529.6494,0.0,0.0,0.0,0.0578,2.0152,398.2762,0.0,0.4934,0.0753,135.1616,0
695.9345,0.0,1.0,1.0,2809.8691,4.0,1.0,0.0,0.1788,2.6593,131.1264,3.0,0.1197,0.2144,144.9589,0
790.2873,0.0,2.0,9.6986,2691.5193,1.0,0.0,0.0,0.0424,3.0761,384.1463,0.0,0.5399,0.3361,338.7649,0
307.1051,0.4,2.0,4.3186,2311.9076,1.0,0.0,0.0,0.0305,2.9355,509.5885,1.0,0.4073,0.525,356.2582,0
881.0653,0.2336,1.053,2.8964,2754.5175,4.6347,3.951,0.0,0.4411,1.8267,281.2606,1.9371,0.075,0.312,113.5763,0
517.0062,0.2826,0.3194,7.4906,236.8936,0.0,0.0,0.0,0.5346,1.5451,952.5899,3.7827,0.5282,0.2714,155.6607,0
509.1338,0.4,5.0,9.3827,200.0,0.0,0.0,0.0,0.1114,2.419,504.1385,1.0,0.3704,0.2628,432.2734,1
230.153,0.0,1.5999,20.7594,1566.2951,1.4789,0.0,1.3383,0.0215,5.1185,30.6862,1.9799,0.2782,0.8626,498.271,0
80.0,0.4,1.0,3.7678,2158.3132,0.0,2.0,0.0,0.0543,2.6757,483.0627,2.0,0.496,0.6703,328.2698,0
584.8008,0.4,0.0,14.3708,1225.2562,8.0,2.0,0.0,0.0305,2.7594,531.8311,1.0,0.1933,0.3483,333.6585,0
739.1256,0.4,3.0,7.9509,1953.4843,2.0,0.0,0.0,0.0854,3.3386,211.4274,0.0,0.2411,0.1941,259.1512,0
119.6222,0.6573,7.8772,5.9811,5217.8589,1.3292,0.0,0.0,0.0252,5.0775,111.7753,0.9175,0.2023,0.2006,140.6969,0
300.6498,0.4,3.0,9.0554,2706.0349,2.0,0.0,1.0,0.2465,1.629,223.7528,1.0,0.152,0.3717,378.3332,0
600.7255,0.4,3.0,8.7074,1125.1659,0.0,0.0,0.0,0.2474,3.1485,449.2774,0.0,0.6,0.4532,107.8355,0
680.5124,0.0,4.0,3.3089,200.0,2.0,0.0,0.0,0.0628,1.554,412.9918,1.0,0.3425,0.4002,66.9216,0
917.7455,0.4,1.0,4.2432,216.2505,2.0,0.0,0.0,0.035,2.4486,260.1136,1.0,0.5744,0.2647,379.3264,0
485.1264,0.4,4.0,12.2234,3611.3919,2.0,0.0,0.0,0.2327,2.8143,279.9722,1.0,0.4897,0.384,395.9135,0
872.6385,0.0,7.0,10.5058,573.3564,3.0,1.0,0.0,0.0464,3.0255,114.3441,4.0,0.242,0.1351,185.0052,0
275.7849,0.4,4.0,6.0613,200.0,1.0,1.0,1.0,0.0754,4.0663,212.911,2.0,0.2983,0.3193,140.563,0
249.9821,0.0,6.0,7.3558,1959.9875,3.0,1.0,0.0,0.0207,2.641,337.3917,2.0,0.3149,0.3474,336.7137,0
369.9933,0.6358,1.2108,12.5088,1934.2151,3.8441,0.9136,0.0,0.0836,0.5307,735.2019,3.7433,0.574,0.5044,302.8473,0
167.1969,0.0,5.0439,1.6397,3509.5524,3.5587,1.2031,0.0,0.0484,4.6882,305.0004,0.0,1.1596,0.6976,25.627,1
779.8636,0.0,2.0,8.0636,1971.9198,3.0,0.0,0.0,0.1011,4.1298,448.6767,1.0,0.6,0.7,487.0828,0
595.2363,0.4,1.0,9.2045,1262.5011,3.0,1.0,0.0,0.107,2.9384,539.6659,1.0,0.3937,0.1829,168.6853,0
527.8341,0.4064,2.1094,10.9835,3613.2354,2.8246,0.0,0.0,0.0353,0.5247,96.2777,0.0,0.3691,0.4973,149.6278,0
428.2939,0.4,1.0,10.2028,2144.7628,3.0,0.0,0.0,0.0362,3.5001,482.8641,2.0,0.349,0.1201,354.2881,0
811.2098,0.0,1.0,6.1357,2887.7749,2.0,0.0,0.0,0.1356,1.1004,30.0,0.0,0.5289,0.1901,391.1865,0
486.126,0.0,0.4927,10.7903,5582.8662,3.658,0.0,0.0,0.3313,0.9899,38.0843,0.0,0.1128,0.3099,420.2821,0
1212.8396,0.0,2.0,1.3421,4193.7945,5.0,0.0,0.0,0.1101,3.9126,340.4981,1.0,0.1274,0.397,432.7657,0
1382.933,0.1994,0.9966,7.8487,149.2085,0.0,1.9572,0.0,0.0881,6.4783,693.2947,1.2232,0.1943,0.2106,56.4533,0
737.6483,0.0,3.0,13.9566,1689.4322,1.0,1.0,0.0,0.1168,3.625,119.9253,2.0,0.0708,0.344,370.1279,0
1250.6419,0.0,1.5197,2.09,2173.4461,0.0,0.0,0.0,0.1444,4.9051,32.9785,0.0,0.1438,0.3874,68.459,1
256.6138,0.4,4.0,5.4135,4602.4184,2.0,0.0,0.0,0.0785,1.8745,517.1042,0.0,0.6,0.5774,101.2068,0
1164.9606,0.0,4.0,7.4881,1018.5715,1.0,1.0,0.0,0.0285,3.5906,667.3278,0.0,0.4459,0.3627,354.053,0
1908.2366,0.6706,1.9563,8.9348,3638.4853,1.776,0.0,0.0,0.2824,2.5592,42.2872,3.4856,0.4393,0.7727,32.4823,0
669.3984,0.0,0.0,10.4815,3484.7081,1.0,0.0,1.0,0.1245,3.0206,383.5987,1.0,0.2238,0.2086,94.1213,0
752.066,0.4,3.0,10.0273,3693.2763,3.0,2.0,1.0,0.1105,3.5842,535.1854,0.0,0.4646,0.1231,317.7506,0
1157.7314,0.0,2.0,10.5124,905.0871,2.0,0.0,0.0,0.2341,3.9953,1079.0345,0.0,0.4934,0.3353,600.0,0
335.6929,0.0,4.0,8.9087,2050.5746,1.0,2.0,0.0,0.0181,2.912,30.0,1.0,0.261,0.106,329.2511,0
250.647,0.4,5.0,5.9375,4011.5154,1.0,0.0,0.0,0.0545,1.9574,160.6801,3.0,0.2173,0.1662,30.0,1
746.7524,0.4,3.0,11.8504,2099.8637,0.0,1.0,0.0,0.0869,2.6882,271.0056,1.0,0.2665,0.4679,339.6848,0
263.9743,0.3936,0.6369,4.082,1597.7745,1.7914,0.0,0.0,0.0283,2.8741,655.5486,5.8258,0.5743,0.176,327.6119,0
755.1155,0.0,1.0,9.3116,1087.3946,1.0,0.0,0.0,0.1761,2.9516,186.5614,0.0,0.2565,0.2514,427.5351,0
1717.3395,0.3253,2.0825,4.8164,7492.7579,4.8039,1.8447,0.0,0.2069,4.0916,685.7992,1.0644,0.6063,0.6925,135.0806,0
2072.1271,0.4767,4.9104,13.1457,3704.103,0.9521,0.0,0.0,0.2712,1.7773,694.0023,0.0,0.453,0.1644,336.5436,0
541.1159,0.4,0.0,6.4479,200.0,1.0,0.0,1.0,0.0456,1.3899,517.8448,2.0,0.2067,0.1716,152.8893,0
93.9714,0.0,5.7677,7.905,2596.1774,0.4522,0.0,0.0,0.0431,1.3276,249.5628,0.0,0.1176,0.5027,138.0937,0
376.3717,0.4,4.0,10.3797,513.0402,1.0,1.0,0.0,0.0385,2.6324,198.3169,1.0,0.3081,0.5532,451.0573,0
232.0025,0.4,3.0,9.1962,564.8544,1.0,0.0,0.0,0.1274,2.7709,861.8662,1.0,0.2412,0.3342,173.4311,0
318.5637,0.0,2.4595,1.8903,2981.4187,4.9656,0.5805,0.0,0.2913,0.8962,397.5925,0.9,0.224,0.5273,949.7737,0
386.1936,0.4,5.0,3.4265,817.372,2.0,2.0,0.0,0.1244,2.9082,520.9068,0.0,0.424,0.2873,266.2712,0
1186.5253,0.4,2.0,11.1915,2318.624,3.0,0.0,0.0,0.0424,3.5882,849.1929,0.0,0.1377,0.313,164.2639,0
839.5818,0.0,2.0,3.6895,200.0,2.0,0.0,0.0,0.0242,3.267,277.8383,1.0,0.5164,0.6754,281.6008,0
80.0,0.0,5.0,1.0,3013.1891,4.0,0.0,0.0,0.1019,2.6618,425.4688,2.0,0.2291,0.2081,277.0289,0
953.2447,0.4,3.0,7.4726,1613.812,0.0,0.0,0.0,0.2018,2.9448,707.2317,0.0,0.3961,0.3224,197.2841,0
80.0,0.4,3.0,16.805,4070.1771,1.0,0.0,0.0,0.0638,3.3218,665.2472,0.0,0.431,0.6837,339.7008,0
697.4799,0.0,1.0,11.5572,1826.0012,0.0,0.0,1.0,0.1241,2.1695,162.9433,2.0,0.3164,0.374,121.7395,0
375.1151,0.0,3.0,12.3789,1514.4182,0.0,0.0,0.0,0.1032,1.5133,523.7371,1.0,0.5132,0.2133,164.1838,1
876.544,0.0,1.0,7.1782,1330.3489,4.0,1.0,0.0,0.1052,2.8174,219.5727,1.0,0.4983,0.3843,366.0636,0
339.7885,0.4,4.0,3.3919,445.2633,1.0,1.0,0.0,0.1484,4.3103,224.257,1.0,0.3604,0.2621,361.2838,0
847.6297,0.4,3.0,3.7985,3016.9689,3.0,0.0,0.0,0.0788,3.5018,68.1469,5.0,0.0581,0.3807,213.985,0
176.4895,0.0,1.0,1.0,2276.6226,1.0,0.0,0.0,0.084,2.6004,557.914,0.0,0.6,0.3101,101.7799,0
399.4632,0.4,3.0,11.3517,2280.176,3.0,0.0,0.0,0.3,2.9955,633.7473,0.0,0.384,0.2905,406.5,1
281.1364,0.4,3.0,7.6208,2163.0944,3.0,0.0,0.0,0.0227,1.8843,511.8691,3.0,0.4945,0.2975,96.8523,0
737.7379,0.4,1.0,12.3865,2878.3936,1.0,0.0,0.0,0.2125,1.6528,462.8821,1.0,0.1975,0.3038,430.9288,0
651.8316,0.0,2.0,14.9672,1619.9874,5.0,0.0,0.0,0.079,1.5496,293.8387,1.0,0.2001,0.6162,31.0801,0
352.7814,0.4,1.0,8.1016,2624.7221,0.0,0.0,0.0,0.0782,2.4585,646.2447,1.0,0.5627,0.3968,288.3131,0
346.0129,0.4,4.0,3.8806,1109.2981,1.0,0.0,0.0,0.1791,3.2693,162.4917,0.0,0.4985,0.1745,334.9765,0
423.066,0.0,2.0,8.2327,1635.0082,4.0,0.0,0.0,0.1565,2.9713,631.183,3.0,0.1141,0.3229,178.7806,0
596.0328,0.4,3.0,4.4738,2022.7269,3.0,0.0,0.0,0.0746,2.9328,298.6193,0.0,0.4077,0.4384,242.388,0
707.616,0.4,0.0,7.3635,643.702,0.0,1.0,0.0,0.1221,3.576,441.4429,3.0,0.2713,0.125,170.2074,0
217.1429,0.4,4.0,12.2188,1953.9422,3.0,0.0,0.0,0.0806,3.5691,628.6992,2.0,0.1653,0.4036,393.6488,0
583.4778,0.0,0.8272,15.4299,278.2762,1.6272,1.9402,0.0,0.0463,1.9941,406.6362,0.0,0.1203,0.352,386.455,0
485.2065,0.4,5.0,12.6637,1269.8262,1.0,1.0,0.0,0.0611,3.583,434.9264,1.0,0.4949,0.6018,548.3652,0
442.5755,0.4,0.0,11.6512,2519.8661,0.0,1.0,0.0,0.0415,2.0479,225.2467,1.0,0.2472,0.5271,149.4433,1
1749.2411,0.0,5.1345,5.7952,4016.6836,0.8056,3.3,0.0,0.0675,3.1558,526.2295,0.0,0.4963,0.2376,29.0567,0
1097.7914,0.0,2.0,10.9553,200.0,0.0,0.0,0.0,0.0839,2.1857,622.121,0.0,0.5021,0.2357,391.7237,0
686.9395,0.0,3.0,1.0,831.837,2.0,0.0,1.0,0.2296,2.709,601.0354,4.0,0.2621,0.346,138.1359,0
1173.0705,0.4915,0.4928,12.9328,1388.2066,3.532,1.848,0.0,0.1333,2.4829,499.7152,0.0,0.1401,0.0908,619.0062,0
901.9386,0.4,1.0,3.5902,1866.7073,2.0,0.0,0.0,0.042,1.3556,673.7875,2.0,0.6,0.3623,341.6977,0
529.5704,0.4,2.0,6.8433,2069.7723,5.0,1.0,0.0,0.0307,4.1062,586.3447,2.0,0.3843,0.4895,232.0561,0
331.2905,0.0,1.0,7.3718,1909.9489,0.0,0.0,1.0,0.073,2.1082,441.2486,3.0,0.2777,0.5864,392.0503,0
320.9103,0.4,5.0,1.0,2210.8568,0.0,1.0,0.0,0.0388,1.9672,325.0289,2.0,0.4038,0.484,36.2487,0
506.2731,0.0,1.0,1.3095,1235.351,1.0,0.0,0.0,0.2719,2.8284,643.2418,0.0,0.1386,0.3372,127.4201,0
551.5224,0.4,2.0,10.689,1074.6207,2.0,1.0,0.0,0.105,3.0545,457.2954,0.0,0.3791,0.2975,141.2162,0
569.7671,0.4,0.0,5.9528,2329.5466,1.0,1.0,0.0,0.2145,2.4844,329.1582,1.0,0.4681,0.5992,117.0649,0
238.1238,0.707,1.8415,6.4528,633.7426,2.6107,0.0,0.0,0.4202,1.5579,400.9341,1.231,0.1645,0.6919,207.9282,1
1286.2919,0.3698,2.169,9.102,2347.0351,5.413,0.8009,0.0,0.0534,1.4969,1425.6497,1.7905,0.6034,0.145,139.5794,0
577.4898,0.0,5.0,7.8779,3564.6401,4.0,1.0,0.0,0.0857,1.0695,332.5961,1.0,0.3764,0.6062,279.598,0
157.8259,0.6011,1.2327,10.6413,1837.8818,1.87,0.0,0.0,0.0279,6.2818,170.3041,0.9039,0.2613,0.8371,168.7138,0
668.6165,0.0,5.0,2.2447,1575.964,4.0,3.0,0.0,0.1632,3.67,383.0356,2.0,0.438,0.2822,228.4148,0
1090.2362,0.0,3.0,8.8174,3148.2471,2.0,3.0,0.0,0.1748,2.5834,169.5628,2.0,0.3267,0.6562,280.0502,0
469.7754,0.0,0.0,7.8248,1305.0541,3.0,0.0,0.0,0.1306,3.4555,651.6696,2.0,0.3944,0.3167,280.6679,0
1236.0341,0.735,1.9119,21.1435,1245.8223,0.8231,0.0,0.0,0.0524,3.5272,393.018,1.8964,1.0974,0.2269,149.5746,0
222.0397,0.4,3.0,9.2607,1364.9307,1.0,0.0,0.0,0.2321,2.8814,454.333,1.0,0.4941,0.2789,312.4238,0
297.3728,0.4,2.0,4.7358,3549.5485,2.0,0.0,0.0,0.0236,2.6909,30.0,0.0,0.4773,0.4823,123.5658,0
841.0728,0.4,1.0,12.5897,1659.7841,2.0,0.0,0.0,0.0139,3.3849,446.2963,2.0,0.2027,0.4801,245.1096,0
80.0,0.3223,2.0,7.8691,1256.7909,4.0,0.0,1.0,0.0313,3.6524,255.3318,2.0,0.2982,0.6614,366.3896,0
125.3202,0.0,0.0,0.5947,1783.2682,1.2583,7.8666,0.0,0.2426,1.9686,915.4343,1.5637,0.0925,0.6098,192.8479,0
247.1841,0.0,1.1371,27.163,2683.4406,1.2518,0.0,0.0,0.1472,2.8874,782.2551,1.2686,0.2414,0.3085,448.4942,0
1044.5938,0.4,5.0,13.3846,2731.0488,0.0,0.0,0.0,0.0752,3.0688,546.2892,1.0,0.179,0.2916,261.4083,0
366.0818,0.0,1.0,11.0008,1868.7374,1.0,0.0,0.0,0.0556,2.6662,493.72,2.0,0.3814,0.3498,462.6509,0
340.2413,0.4,1.0,5.7954,1626.7923,4.0,0.0,1.0,0.0205,3.4766,304.2599,2.0,0.2873,0.4382,335.7909,0
771.4848,0.4,3.0,10.4678,2606.3496,2.0,0.0,0.0,0.2917,3.0677,637.4206,1.0,0.3932,0.1744,214.883,0
640.4314,0.0,1.0,11.5406,1400.7817,2.0,1.0,0.0,0.3,3.3544,515.1468,6.0,0.2392,0.5228,31.1309,0
124.3332,0.0,6.0,12.3966,4657.0251,2.0,2.0,0.0,0.215,1.5042,374.9811,2.0,0.5826,0.1843,443.0592,0
485.5929,0.2436,5.5021,1.0048,293.4856,3.8551,0.0,0.0,0.0787,5.9513,139.5778,3.4804,0.9118,0.348,190.4494,0
395.5929,0.4,2.0,12.0621,4238.029,1.0,0.0,0.0,0.1206,3.259,306.5654,1.0,0.2709,0.476,467.5052,0
896.779,0.3993,1.8297,10.8276,399.0584,1.8351,0.0,0.0,0.1304,3.7616,409.265,3.8599,0.1776,0.354,13.1764,0
1052.8727,0.4,3.0,3.6986,769.9986,5.0,2.0,0.0,0.0136,3.3774,721.2892,2.0,0.0768,0.4124,388.0855,0
585.3351,0.7994,9.8469,17.1665,3713.5523,2.8528,1.4255,0.0,0.0298,3.047,129.7515,1.6859,0.6855,0.6334,403.1806,0
279.4707,0.2955,3.0,7.6787,1553.1019,2.0,0.0,0.0,0.0918,3.5768,855.2503,3.0,0.3271,0.0901,184.5256,1
270.7109,0.0,0.9881,13.3229,4959.8279,1.2285,0.0,0.0,0.0581,0.9028,1171.6905,2.3619,0.4006,0.3724,764.9121,0
763.545,0.0,6.0,3.4914,2169.1509,2.0,0.0,0.0,0.1847,3.7444,171.4092,1.0,0.2324,0.3288,231.7489,0
294.5747,0.0,5.9263,1.1888,1222.8122,4.8546,0.0,0.0,0.0512,2.8321,888.4259,1.0442,0.4907,0.5599,240.4732,0
319.0812,0.4,2.0,7.769,259.3097,1.0,0.0,0.0,0.1209,2.8661,167.3591,1.0,0.2533,0.3527,397.6619,0
536.8509,0.6341,1.7104,3.1688,1080.1183,0.9541,2.7332,0.0,0.0602,1.7581,243.9112,0.7307,0.1826,0.2253,356.8356,0
481.346,0.4,3.0,5.6795,3609.3701,4.0,3.0,0.0,0.1675,2.1838,366.9341,1.0,0.4724,0.5322,130.5591,0
939.0461,0.4,4.0,7.4934,4148.1303,2.0,2.0,0.0,0.0422,3.1205,353.9313,2.0,0.5946,0.4703,30.0,0
365.3722,0.4,1.0,1.0,2638.5332,4.0,2.0,0.0,0.0621,1.4108,553.5769,3.0,0.2173,0.3754,419.5407,0
470.8022,0.4,6.0,12.8988,3602.5594,1.0,0.0,0.0,0.2228,2.7517,572.8374,0.0,0.1147,0.3731,242.5776,0
540.5583,0.4,3.0,10.7174,1624.012,0.0,2.0,0.0,0.2338,2.4926,542.5912,0.0,0.3698,0.7,186.7286,0
883.6485,0.126,5.0151,24.6174,4188.4818,2.2444,1.5901,0.0,0.0244,2.1589,342.7499,2.3706,0.8891,0.2715,161.3923,1
683.702,0.4,1.0,2.5402,2460.8226,3.0,3.0,0.0,0.0924,3.3866,208.4915,1.0,0.1961,0.556,272.4446,0
143.7399,0.3371,1.8246,3.7151,1586.6901,3.125,0.7894,0.0,0.1694,3.5725,730.9802,0.9081,0.7298,0.2862,383.2821,0
414.2582,0.3341,1.4053,6.0461,1050.1543,2.7671,2.8151,0.0,0.0407,1.643,98.4991,3.9349,0.187,0.3519,195.6115,0
701.9365,0.4,3.0,5.2289,781.3047,2.0,1.0,1.0,0.1243,3.7503,257.2534,1.0,0.1051,0.4728,374.0464,0
284.94,0.0,1.0527,4.6429,2735.3117,1.2658,1.8638,0.0,0.0551,1.3222,835.8161,0.0,0.2832,0.2767,564.986,0
35.3093,0.0,3.8657,14.0502,3450.5979,0.0,0.0,0.0,0.0669,2.1251,138.6216,0.0,0.7955,0.2202,203.3915,0
347.7593,0.6178,3.3533,2.0416,3727.559,3.9201,3.6877,0.0,0.0641,3.2998,809.2317,1.654,0.1852,0.0699,92.4944,0
539.1455,0.4,0.0,4.9729,2214.6925,3.0,2.0,1.0,0.0506,2.4506,197.218,3.0,0.4626,0.5008,233.3387,0
1005.9136,0.2252,3.7766,6.927,1882.126,1.7158,0.0,0.0,0.0506,4.1637,931.8051,3.4655,0.3025,0.5562,83.8061,0
260.5374,0.4,1.0,7.229,1671.9888,1.0,0.0,0.0,0.2346,2.6185,363.7062,2.0,0.3327,0.2452,402.354,0
776.6088,0.5891,3.8949,7.19,833.352,3.2851,0.0,0.0,0.1294,3.2715,307.7497,1.5338,0.6429,0.106,336.3271,0
691.7337,0.0,1.0,9.9422,1884.6039,5.0,0.0,0.0,0.027,4.8,420.5353,3.0,0.1436,0.1061,73.0869,0
267.455,0.4041,1.1638,3.388,2551.4345,0.0,3.9487,0.0,0.0328,7.3767,1113.5418,0.9476,0.302,0.3075,255.3115,0
465.188,0.0768,5.0,7.2784,537.8748,2.0,1.0,0.0,0.0911,2.5856,179.5878,1.0,0.2392,0.4665,277.0957,0
487.7389,0.6749,2.4283,9.0724,7207.7206,1.102,1.0534,0.0,0.0781,6.5915,649.8612,4.6072,0.3966,0.4304,112.1723,0
272.3851,0.617,4.7002,18.5466,1615.9143,1.93,0.3952,0.0,0.1382,0.7596,520.9936,1.8214,0.1861,0.5712,67.554,0
562.6831,0.4,2.0,10.9869,3309.4163,5.0,1.0,0.0,0.1609,1.403,178.3065,0.0,0.1704,0.2042,30.0,0
326.2162,0.0,3.0,4.0004,4081.1469,3.0,1.0,0.0,0.1042,3.6782,30.0,3.0,0.3275,0.5556,97.2259,0
464.0958,0.4,1.0,9.0368,2505.8028,1.0,2.0,0.0,0.054,3.7853,440.6869,0.0,0.2373,0.3192,103.3634,0
384.159,0.4,2.0,11.9446,909.9396,5.0,0.0,1.0,0.2436,3.3688,623.8196,4.0,0.2384,0.1503,262.1388,0
395.7371,0.4,2.0,19.2516,1377.1671,6.0,1.0,0.0,0.0618,1.5647,500.191,1.0,0.3294,0.4385,271.9974,0
375.8462,0.4,3.0,9.6395,317.4878,4.0,1.0,0.0,0.0485,4.1245,209.3473,2.0,0.4681,0.2344,371.3818,0
452.9074,0.1822,2.3044,14.2117,2957.7895,4.6429,1.5684,0.0,0.1324,1.1041,844.6594,1.7047,0.2835,0.8391,384.4143,0
402.3005,0.4,0.0,6.4249,723.4892,1.0,0.0,1.0,0.0414,1.6699,585.0882,0.0,0.2844,0.6149,210.5816,0
80.0,0.0,5.0,4.0744,368.3833,1.0,1.0,0.0,0.0175,4.7884,572.5779,0.0,0.6,0.6717,78.8228,0
151.1477,0.0,1.0,4.8177,1842.7853,3.0,0.0,0.0,0.113,3.6908,473.4548,1.0,0.3311,0.2197,230.7484,0
1010.7249,0.4,2.0,4.7894,317.2067,2.0,0.0,0.0,0.0522,3.4124,221.5165,0.0,0.2906,0.3303,291.5979,0
1127.0122,0.6809,0.3545,1.3246,1374.4463,6.5795,1.4074,0.0,0.1184,1.3498,547.7586,0.0,0.708,0.6313,536.1778,0
766.0493,0.4,3.0,5.792,2143.665,2.0,0.0,0.0,0.0792,3.2445,685.2782,0.0,0.4743,0.1274,201.2257,0
760.5746,0.5083,2.5831,3.2672,4179.8399,4.0993,0.0,0.0,0.0149,3.6152,712.2517,4.6615,0.3213,0.275,90.715,0
972.0167,0.4,0.0,11.1405,2394.8152,2.0,1.0,0.0,0.0799,2.4774,377.9765,1.0,0.3885,0.4524,292.9932,0
342.3899,0.4,3.0,6.194,1133.2836,1.0,0.0,0.0,0.0817,1.7763,753.2465,2.0,0.1004,0.3213,258.0806,0
352.0723,0.0,2.0,6.6731,200.0,3.0,1.0,1.0,0.112,3.0838,553.2032,2.0,0.1385,0.5286,458.3099,1
636.769,0.0,3.145,7.5061,2242.991,1.762,1.0065,0.0,0.114,0.8429,276.7589,0.0,0.4939,0.3536,377.8526,0
383.0227,0.4,1.0,12.4075,3338.8407,1.0,2.0,0.0,0.0493,3.2963,404.3091,0.0,0.4622,0.2751,252.5459,0
289.9125,0.4678,0.4418,8.2278,1978.7555,5.3855,0.0,0.0,0.0514,3.9344,664.0388,0.0,0.3737,0.5251,197.0246,0
817.2807,0.0194,3.0,1.0,4570.5108,3.0,0.0,0.0,0.0777,1.4702,242.3268,1.0,0.4015,0.3526,323.2572,0
148.9264,0.4,2.0,16.7457,200.0,1.0,2.0,0.0,0.127,1.5057,517.5092,2.0,0.3172,0.3174,89.3212,0
591.5172,0.0,2.7983,17.5767,1554.5868,1.3745,5.7493,0.3293,0.0909,2.7611,542.5835,0.0,0.2244,0.2854,167.6563,0
436.345,0.4,0.0,14.9697,1244.7589,3.0,0.0,0.0,0.0581,4.1988,245.7359,1.0,0.375,0.5916,331.3711,0
632.7477,0.0,1.0,2.5452,2354.6465,3.0,0.0,0.0,0.1077,2.3098,269.4109,0.0,0.1949,0.2703,225.7261,0
303.714,0.4732,8.8905,10.0022,592.3977,0.5059,0.5415,0.0,0.0357,4.8504,421.1566,3.0145,0.3145,0.4438,10.9425,0
1157.098,0.0,2.9332,10.2169,2052.9991,0.4345,0.6877,0.0,0.075,3.3379,598.1934,0.0,0.6555,0.1385,201.9707,0
1255.0887,0.1751,0.9106,14.3858,1359.0478,1.7404,0.0,0.0,0.0399,1.8293,52.4137,0.0,0.5134,0.5958,76.0768,0
413.827,0.4,2.0,9.1439,1666.6185,1.0,0.0,0.0,0.2007,3.8559,412.932,1.0,0.6,0.3771,377.294,0
447.7551,0.0,5.0,6.9023,2436.9556,1.0,1.0,0.0,0.055,3.5839,524.2954,1.0,0.5085,0.4993,131.9764,0
309.1189,0.0,4.0,6.6497,2177.7796,2.0,1.0,0.0,0.1472,4.1275,186.187,1.0,0.2978,0.5016,573.1403,0
272.5688,0.4,2.0,1.0,2931.4048,3.0,1.0,0.0,0.1244,2.7355,302.1839,0.0,0.6,0.2286,45.3049,0
785.0376,0.0,3.0,2.4958,2528.531,0.0,0.0,0.0,0.057,2.3583,353.5735,0.0,0.4721,0.396,174.7289,0
80.0,0.4,3.0,8.9983,2617.0387,0.0,1.0,0.0,0.0798,2.4444,288.3483,2.0,0.1657,0.4585,353.3146,0
80.0,0.4,2.0,6.3726,1691.0488,1.0,2.0,0.0,0.22,2.6267,350.6557,1.0,0.3778,0.4346,452.3223,0
412.5928,0.4,4.0,16.374,303.9658,2.0,1.0,0.0,0.1166,2.0425,286.3579,1.0,0.6,0.5957,349.5153,0
372.5842,0.4,0.0,11.9866,1433.1365,2.0,0.0,0.0,0.0629,1.9163,81.7842,1.0,0.3764,0.5014,185.4413,0
1173.8772,0.3123,1.9281,1.6945,315.3028,3.8874,0.0,0.0,0.0149,6.2068,88.0,0.0,0.5728,0.2884,482.854,0
552.0513,0.4,2.0,7.8385,1862.618,3.0,1.0,0.0,0.0383,4.0086,559.1981,0.0,0.5463,0.2101,58.1862,0
431.4863,0.0,1.0,6.685,591.9661,2.0,1.0,1.0,0.0743,2.5711,639.9604,1.0,0.317,0.3459,253.7643,0
93.7847,0.4,3.0,8.8111,3932.9228,2.0,0.0,0.0,0.1601,3.1092,582.2044,0.0,0.1349,0.6391,58.3257,0
656.4991,0.0,1.0313,17.3393,1582.118,1.9616,1.554,0.0,0.4247,6.1822,481.8605,0.8985,0.1198,0.9261,209.2965,0
479.1668,0.0,0.0,6.7243,2221.517,3.0,0.0,1.0,0.0976,2.6264,429.413,1.0,0.5501,0.2042,94.0692,0
539.1411,0.4,2.0,6.2818,200.0,1.0,0.0,0.0,0.022,3.8006,201.9233,0.0,0.4191,0.284,193.0617,0
790.8056,0.2376,4.8304,15.4894,5985.3467,0.8369,0.0,0.0,0.0343,4.7601,192.5575,0.8268,0.0373,0.2844,67.5517,1
80.0,0.4,1.0,10.873,2839.1905,2.0,1.0,1.0,0.159,1.0,422.3759,0.0,0.3209,0.7,248.0417,0
838.6149,0.4,3.0,1.0,1823.8707,0.0,0.0,0.0,0.0904,1.7558,333.4903,4.0,0.5291,0.2157,290.1141,0
417.0346,0.4,3.0,9.8445,839.5939,1.0,1.0,0.0,0.1748,2.6226,527.0849,1.0,0.4021,0.2462,326.3421,0
